;product;Android_URL;iOS_URL
0;https://www.smarthomedb.com/product/echo-dot-(2nd-gen)-alexa-enabled/p1442;https://play.google.com/store/apps/details?id=com.amazon.dee.app&hl=en;https://itunes.apple.com/us/app/amazon-echo/id944011620?mt=8
1;https://www.smarthomedb.com/product/amazon-echo-alexa-enabled/p664;https://play.google.com/store/apps/details?id=com.amazon.dee.app&hl=en;https://itunes.apple.com/us/app/amazon-echo/id944011620?mt=8
2;https://www.smarthomedb.com/product/amazon-fire-tv-(2nd-gen)/p1565;https://play.google.com/store/apps/details?id=com.amazon.storm.lightning.client.aosp&hl=en;https://itunes.apple.com/us/app/amazon-fire-tv-remote/id947984433?mt=8
3;https://www.smarthomedb.com/product/arlo-2-hd-camera-security-system/p814;https://play.google.com/store/apps/details?id=com.netgear.android;https://itunes.apple.com/us/app/arlo/id925911312?mt=8
4;https://www.smarthomedb.com/product/tp-link-wi-fi-smart-plug-with-energy-monitoring/p1117;https://play.google.com/store/apps/details?id=com.tplink.kasa_android;https://itunes.apple.com/us/app/kasa-for-mobile/id1034035493?ls=1&mt=8
5;https://www.smarthomedb.com/product/echo-show/p1631;https://play.google.com/store/apps/details?id=com.amazon.dee.app&hl=en;https://itunes.apple.com/us/app/amazon-echo/id944011620?mt=8
6;https://www.smarthomedb.com/product/nest-learning-thermostat-(3rd-gen)/p1025;https://play.google.com/store/apps/details?id=com.nestlabs.android;https://itunes.apple.com/app/nest-mobile/id464988855?mt=8
7;https://www.smarthomedb.com/product/arlo-1-hd-camera-security-system/p813;https://play.google.com/store/apps/details?id=com.netgear.android;https://itunes.apple.com/us/app/arlo/id925911312?mt=8
8;https://www.smarthomedb.com/product/chromecast/p1560;https://play.google.com/store/apps/details?id=com.google.android.apps.chromecast.app&hl=en;https://itunes.apple.com/us/app/chromecast/id680819774?mt=8
9;https://www.smarthomedb.com/product/roku-streaming-stick/p1570;https://play.google.com/store/apps/details?id=com.roku.remote&hl=en;https://itunes.apple.com/us/app/roku/id482066631?mt=8
10;https://www.smarthomedb.com/product/tp-link-wi-fi-smart-plug/p1118;https://play.google.com/store/apps/details?id=com.tplink.kasa_android;https://itunes.apple.com/us/app/kasa-for-mobile/id1034035493?ls=1&mt=8
11;https://www.smarthomedb.com/product/belkin-wemo-light-switch/p90;https://play.google.com/store/apps/details?id=com.belkin.wemoandroid;https://itunes.apple.com/app/wemo/id511376996?mt=8
12;https://www.smarthomedb.com/product/amcrest-prohd/p1221;https://play.google.com/store/apps/details?id=com.mm.android.direct.AmcrestViewPro;https://itunes.apple.com/us/app/amcrest-view-pro/id950978683?mt=8
13;https://www.smarthomedb.com/product/sony-playstation-4-500gb/p1574;https://play.google.com/store/apps/details?id=com.scee.psxandroid&hl=en;https://itunes.apple.com/us/app/playstation-app/id410896080
14;https://www.smarthomedb.com/product/sonos-play-1-compact-wireless-speaker/p106;https://play.google.com/store/apps/details?id=com.sonos.acr;https://itunes.apple.com/app/sonos-controller/id293523031?mt=8
15;https://www.smarthomedb.com/product/apple-tv-(4th-gen,-32gb)/p1248;;https://itunes.apple.com/us/app/remote/id284417350?mt=8
16;https://www.smarthomedb.com/product/nest-cam/p973;https://play.google.com/store/apps/details?id=com.nestlabs.android;https://itunes.apple.com/app/nest-mobile/id464988855?mt=8
17;https://www.smarthomedb.com/product/fitbit-aria-wi-fi-smart-scale/p96;https://play.google.com/store/apps/details?id=com.fitbit.FitbitMobile;https://itunes.apple.com/app/fitbit/id462638897?mt=8
18;https://www.smarthomedb.com/product/roku-express/p1572;https://play.google.com/store/apps/details?id=com.roku.remote&hl=en;https://itunes.apple.com/us/app/roku/id482066631?mt=8
19;https://www.smarthomedb.com/product/belkin-wemo-switch/p464;https://play.google.com/store/apps/details?id=com.belkin.wemoandroid;https://itunes.apple.com/app/wemo/id511376996?mt=8
20;https://www.smarthomedb.com/product/sonos-play-3-wireless-speaker/p436;https://play.google.com/store/apps/details?id=com.sonos.acr;https://itunes.apple.com/app/sonos-controller/id293523031?mt=8
21;https://www.smarthomedb.com/product/nest-learning-thermostat-(2nd-gen)/p88;https://play.google.com/store/apps/details?id=com.nestlabs.android;https://itunes.apple.com/app/nest-mobile/id464988855?mt=8
22;https://www.smarthomedb.com/product/ring-chime/p1322;https://play.google.com/store/apps/details?id=com.ringapp&hl=en;https://itunes.apple.com/app/ring-doorbell/id926252661?mt=8
23;https://www.smarthomedb.com/product/sonos-play-5-wireless-speaker/p438;https://play.google.com/store/apps/details?id=com.sonos.acr;https://itunes.apple.com/app/sonos-controller/id293523031?mt=8
24;https://www.smarthomedb.com/product/sonos-playbar/p444;https://play.google.com/store/apps/details?id=com.sonos.acr;https://itunes.apple.com/app/sonos-controller/id293523031?mt=8
25;https://www.smarthomedb.com/product/google-wifi/p1556;https://play.google.com/store/apps/details?id=com.google.android.apps.access.wifi.consumer&hl=en;https://itunes.apple.com/us/app/google-wifi/id995373885?mt=8
26;https://www.smarthomedb.com/product/ecobee3-homekit-enabled-thermostat/p1166;https://play.google.com/store/apps/details?id=com.ecobee.athenamobile;https://itunes.apple.com/us/app/ecobee/id916985674?mt=8
27;https://www.smarthomedb.com/product/google-home/p1321;https://play.google.com/store/apps/details?id=com.google.android.apps.chromecast.app&hl=en;https://itunes.apple.com/us/app/google-home/id680819774?mt=8
28;https://www.smarthomedb.com/product/arlo-q/p1403;https://play.google.com/store/apps/details?id=com.netgear.android;https://itunes.apple.com/us/app/arlo/id925911312?mt=8
29;https://www.smarthomedb.com/product/arlo-q-plus/p1404;https://play.google.com/store/apps/details?id=com.netgear.android;https://itunes.apple.com/us/app/arlo/id925911312?mt=8
30;https://www.smarthomedb.com/product/canary/p684;https://play.google.com/store/apps/details?id=is.yranac.canary;https://itunes.apple.com/us/app/canary-smart-home-security/id939760559
31;https://www.smarthomedb.com/product/jbl-charge-3/p1606;https://play.google.com/store/apps/details?id=com.harman.ble.jbllink&hl=en;https://itunes.apple.com/us/app/jbl-connect/id994041762?mt=8
32;https://www.smarthomedb.com/product/fujikam-hd-camera/p200;https://play.google.com/store/apps/details?id=com.mining.app.mipca;https://itunes.apple.com/app/id550958838
33;https://www.smarthomedb.com/product/vimtag-vt-361-cloud-camera/p1411;https://play.google.com/store/apps/details?id=com.vimtag.vimtaga;https://itunes.apple.com/us/app/vimtag/id1025437540?mt=8
34;https://www.smarthomedb.com/product/vimtag-b-1-outdoor-cloud-camera/p1413;https://play.google.com/store/apps/details?id=com.vimtag.vimtaga;https://itunes.apple.com/us/app/vimtag/id1025437540?mt=8
35;https://www.smarthomedb.com/product/sony-playstation-4-pro-1tb/p1575;https://play.google.com/store/apps/details?id=com.scee.psxandroid&hl=en;https://itunes.apple.com/us/app/playstation-app/id410896080
36;https://www.smarthomedb.com/product/ring-video-doorbell/p898;https://play.google.com/store/apps/details?id=com.ringapp&hl=en;https://itunes.apple.com/app/ring-doorbell/id926252661?mt=8
37;https://www.smarthomedb.com/product/apple-tv-(4th-gen,-64gb)/p1249;;https://itunes.apple.com/us/app/remote/id284417350?mt=8
38;https://www.smarthomedb.com/product/withings-smart-body-analyzer/p114;https://play.google.com/store/apps/details?id=com.withings.wiscale2;https://itunes.apple.com/app/id542701020
39;https://www.smarthomedb.com/product/ooma-telo/p1400;https://play.google.com/store/apps/details?id=com.ooma.mobile&hl=en;https://itunes.apple.com/us/app/ooma/id1074074904?ls=1&mt=8
40;https://www.smarthomedb.com/product/net-cam-outdoor/p1419;https://play.google.com/store/apps/details?id=com.nestlabs.android;https://itunes.apple.com/app/nest-mobile/id464988855?mt=8
41;https://www.smarthomedb.com/product/philips-hue-e26-bulb-(white-light)/p1348;https://play.google.com/store/apps/details?id=com.philips.lighting.hue;https://itunes.apple.com/app/philips-hue/id557206189?mt=8
42;https://www.smarthomedb.com/product/honeywell-wi-fi-smart-thermostat/p228;https://play.google.com/store/apps/details?id=com.honeywell.mobile.android.totalComfort;https://itunes.apple.com/app/total-connect-comfort/id469517819?mt=8
43;https://www.smarthomedb.com/product/emerson-sensi-wi-fi-thermostat/p654;https://play.google.com/store/apps/details?id=com.asynchrony.emerson.sensi;https://itunes.apple.com/app/sensi/id792612452
44;https://www.smarthomedb.com/product/ring-video-doorbell-pro/p1324;https://play.google.com/store/apps/details?id=com.ringapp&hl=en;https://itunes.apple.com/app/ring-doorbell/id926252661?mt=8
45;https://www.smarthomedb.com/product/microsoft-xbox-one-s-500-gb/p1577;https://play.google.com/store/apps/details?id=com.microsoft.xboxone.smartglass&hl=en;https://itunes.apple.com/us/app/xbox/id736179781?mt=8
46;https://www.smarthomedb.com/product/honeywell-rth6580wf-wi-fi-thermostat/p962;https://play.google.com/store/apps/details?id=com.honeywell.mobile.android.totalComfort;https://itunes.apple.com/app/total-connect-comfort/id469517819?mt=8
47;https://www.smarthomedb.com/product/ue-boom-wireless-speaker/p1447;https://play.google.com/store/apps/details?id=com.logitech.ueboom;https://itunes.apple.com/us/app/ue-boom/id632344648?mt=8
48;https://www.smarthomedb.com/product/dropcam-pro/p384;https://play.google.com/store/apps/details?id=com.dropcam.android;https://itunes.apple.com/app/dropcam/id351175162?mt=8
49;https://www.smarthomedb.com/product/schlage-wireless-lock-be469/p224;;
50;https://www.smarthomedb.com/product/amazon-fire-tv-stick-with-alexa-voice-remote-(2nd-gen)/p1566;https://play.google.com/store/apps/details?id=com.amazon.storm.lightning.client.aosp&hl=en;https://itunes.apple.com/us/app/amazon-fire-tv-remote/id947984433?mt=8
51;https://www.smarthomedb.com/product/august-homekit-enabled-smart-lock/p1120;https://play.google.com/store/apps/details?id=com.august.app;https://itunes.apple.com/app/august-smart-lock/id648730592?mt=8
52;https://www.smarthomedb.com/product/d-link-dcs-932l-cloud-camera/p1302;https://play.google.com/store/apps/details?id=com.dlink.mydlink;https://itunes.apple.com/app/mydlink-lite/id372571229?mt=8
53;https://www.smarthomedb.com/product/funlux-camera/p1448;https://play.google.com/store/apps/details?id=com.zmodo.funlux.activity&hl=en;https://itunes.apple.com/us/app/funlux/id1012900028?mt=8
54;https://www.smarthomedb.com/product/ue-boom-2/p1544;https://play.google.com/store/apps/details?id=com.logitech.ueboom;https://itunes.apple.com/us/app/ue-boom/id632344648?mt=8
55;https://www.smarthomedb.com/product/eero-home-wifi-system/p1444;https://play.google.com/store/apps/details?id=com.eero.android&hl=en;https://itunes.apple.com/us/app/eero-home-wifi-system/id1023499075?mt=8
56;https://www.smarthomedb.com/product/sonos-connect/p450;https://play.google.com/store/apps/details?id=com.sonos.acr;https://itunes.apple.com/app/sonos-controller/id293523031?mt=8
57;https://www.smarthomedb.com/product/rachio-smart-sprinkler-controller,-8-zones-(2nd-gen)/p1416;https://play.google.com/store/apps/details?id=com.rachio.iro;https://itunes.apple.com/app/rachio/id864325098?mt=8
58;https://www.smarthomedb.com/product/rachio-smart-sprinkler-controller,-16-zones-(2nd-gen)/p1417;https://play.google.com/store/apps/details?id=com.rachio.iro;https://itunes.apple.com/app/rachio/id864325098?mt=8
59;https://www.smarthomedb.com/product/tp-link-smart-light-switch/p1458;https://play.google.com/store/apps/details?id=com.tplink.kasa_android;https://itunes.apple.com/us/app/kasa-for-mobile/id1034035493?ls=1&mt=8
60;https://www.smarthomedb.com/product/dropcam/p102;https://play.google.com/store/apps/details?id=com.dropcam.android;https://itunes.apple.com/app/dropcam/id351175162?mt=8
61;https://www.smarthomedb.com/product/samsung-smartthings-hub/p1027;https://play.google.com/store/apps/details?id=com.smartthings.android;https://itunes.apple.com/app/smartthings-mobile/id590800740?mt=8
62;https://www.smarthomedb.com/product/kwikset-925-kevo-single-cylinder/p110;https://play.google.com/store/apps/details?id=com.unikey.kevo&hl=en;https://itunes.apple.com/app/kevo-your-phone-is-now-your-key/id685604951?mt=8
63;https://www.smarthomedb.com/product/roku-ultra/p1571;https://play.google.com/store/apps/details?id=com.roku.remote&hl=en;https://itunes.apple.com/us/app/roku/id482066631?mt=8
64;https://www.smarthomedb.com/product/chamberlain-myq-garage/p248;https://play.google.com/store/apps/details?id=com.chamberlain.myq.chamberlain;https://itunes.apple.com/app/chamberlain-myq-home-control/id636030203?mt=8
65;https://www.smarthomedb.com/product/sonos-sub/p446;https://play.google.com/store/apps/details?id=com.sonos.acr;https://itunes.apple.com/app/sonos-controller/id293523031?mt=8
66;https://www.smarthomedb.com/product/tp-link-smart-bulb-lb100-(white-light)/p1449;https://play.google.com/store/apps/details?id=com.tplink.kasa_android;https://itunes.apple.com/us/app/kasa-for-mobile/id1034035493?ls=1&mt=8
67;https://www.smarthomedb.com/product/google-onhub-router/p983;https://play.google.com/store/apps/details?id=com.google.android.apps.access.wifi.consumer&hl=en;https://itunes.apple.com/au/app/google-on/id995373885?mt=8
68;https://www.smarthomedb.com/product/circle-with-disney/p1562;https://play.google.com/store/apps/details?id=com.circlemedia.circlehome;https://itunes.apple.com/us/app/circle-home/id1037062934?ls=1&mt=8
69;https://www.smarthomedb.com/product/ecobee3/p536;https://play.google.com/store/apps/details?id=com.ecobee.athenamobile;https://itunes.apple.com/us/app/ecobee/id916985674?mt=8
70;https://www.smarthomedb.com/product/sonos-connect-amp/p448;https://play.google.com/store/apps/details?id=com.sonos.acr;https://itunes.apple.com/app/sonos-controller/id293523031?mt=8
71;https://www.smarthomedb.com/product/almond-2015/p1073;https://play.google.com/store/apps/details?id=com.securifi.almondplus&hl=en;https://itunes.apple.com/us/app/almond-by-securifi/id908025757?mt=8
72;https://www.smarthomedb.com/product/ecobee3-remote-sensor/p1278;https://play.google.com/store/apps/details?id=com.ecobee.athenamobile;https://itunes.apple.com/us/app/ecobee/id916985674?mt=8
73;https://www.smarthomedb.com/product/almond-3/p1326;https://play.google.com/store/apps/details?id=com.securifi.almondplus&hl=en;https://itunes.apple.com/us/app/almond-by-securifi/id908025757?mt=8
74;https://www.smarthomedb.com/product/roku-premiere+/p1564;https://play.google.com/store/apps/details?id=com.roku.remote&hl=en;https://itunes.apple.com/us/app/roku/id482066631?mt=8
75;https://www.smarthomedb.com/product/harman-kardon-onyx-studio-speaker/p1549;https://play.google.com/store/apps/details?id=com.harman.hkremote&hl=en;https://itunes.apple.com/us/app/harman-kardon-remote/id549776020?mt=8
76;https://www.smarthomedb.com/product/bose-soundtouch-10/p1225;https://play.google.com/store/apps/details?id=com.bose.soundtouch&hl=en;https://itunes.apple.com/us/app/soundtouch-controller/id708379313?mt=8
77;https://www.smarthomedb.com/product/tp-link-smart-bulb-lb110-(white-light)/p1450;https://play.google.com/store/apps/details?id=com.tplink.kasa_android;https://itunes.apple.com/us/app/kasa-for-mobile/id1034035493?ls=1&mt=8
78;https://www.smarthomedb.com/product/tp-link-smart-bulb-lb120-(white-light)/p1451;https://play.google.com/store/apps/details?id=com.tplink.kasa_android;https://itunes.apple.com/us/app/kasa-for-mobile/id1034035493?ls=1&mt=8
79;https://www.smarthomedb.com/product/chromecast-audio/p1060;https://play.google.com/store/apps/details?id=com.google.android.apps.chromecast.app&hl=en;https://itunes.apple.com/us/app/chromecast/id680819774?mt=8
80;https://www.smarthomedb.com/product/ge-link-bulb-(white-light)/p424;;
81;https://www.smarthomedb.com/product/belkin-wemo-insight-switch/p108;https://play.google.com/store/apps/details?id=com.belkin.wemoandroid;https://itunes.apple.com/app/wemo/id511376996?mt=8
82;https://www.smarthomedb.com/product/ge-link-hub-(incl.-2-link-bulbs)/p422;https://play.google.com/store/apps/details?id=com.quirky.android.wink.wink;https://itunes.apple.com/app/wink-instantly-connected/id719287124?mt=8
83;https://www.smarthomedb.com/product/samsung-smartcam-hd-pro/p148;https://play.google.com/store/apps/details?id=com.techwin.shc;https://itunes.apple.com/app/samsung-smartcam/id519014699?mt=8
84;https://www.smarthomedb.com/product/samsung-un60ku6300-60-inch-4k-ultra-hd-smart-led-tv/p1464;https://play.google.com/store/apps/details?id=com.samsung.smartviewad;https://itunes.apple.com/us/app/samsung-smart-view/id858283863
