"";"id";"userName";"userUrl";"version";"score";"title";"text";"updated";"url";"app";"wordCount";"language";"sentiment"
0;3417264715;"mjh121";"https://itunes.apple.com/us/reviews/id340961364";"2.3.1";5;"Powerview - Wow!";"I have been wanting these Window coverings for the last five years and finally my husband bought them for me for my birthday! 
The functionality of the Powerview app is unbelievably practical. I can close the shades to block out the UV rays of the afternoon sun, open them later and totally close the shades for the evening-all automatically. I don’t have to even think about it. Save a lot of $$ on air conditioning bill too! In addition, it gives the house an “I’m at home “ look when we are away for a few days. 
In short, this function on my beautiful window treatments is not only easy to operate, practical and functional, it it a home safety feature too!";"2018-11-14T06:50:20-07:00";"https://itunes.apple.com/us/review?id=1009384826&type=Purple%20Software";"1009384826";122;"en";"POSITIVE"
1;4297459481;"Dramatica";"https://itunes.apple.com/us/reviews/id12513775";"2.4.2";4;"Great app, despite occasional inconsistencies";"I have had 11 Hunter-Douglas PowerView shades for the past 4 months, and added a 12th just last week. I’m an app developer, and I’ve been impressed with everything Hunter-Douglas got right: the UI is especially intuitive, and for the most part, the app and especially the shades have been rock-solid reliable. 

However — there’s a continuing issue with the app occasionally not setting the scene data in the hub correctly. It appears as if the scene data can somehow get corrupted between creating/modifying a scene, and then transmitting that scene data to be stored in the hub. 

This issue was verified when Hunter-Douglas’ superb support technician guided me to slightly change the scene data, causing it to be written out to the hub again. That solved my problem. 

As an app developer it appears to be an initialization or corruption issue, which could be tracked down by embedding more data validation into the app. I might suggest the data be checksummed and the checksum be stored both in the app and on the hub. That way, any degradation of data could be automatically detected and perhaps the issue could be found and corrected. 

All that said, the above issue is mostly a temporary frustration: the product has been a pleasure to work with, and now that HomeKit is supported, I can ask Siri to invoke any scene.";"2019-06-10T16:56:43-07:00";"https://itunes.apple.com/us/review?id=1009384826&type=Purple%20Software";"1009384826";228;"en";"POSITIVE"
2;7995762488;"TwoDuhLou";"https://itunes.apple.com/us/reviews/id49685767";"3.0.1";4;"Great App, but poor iOS accessibility support";"I love this app. It is well thought out and helps me control my Hunter Douglas shades at my fingertips. But unfortunately it does not support accessibility users. When my device is set to zoomed mode, many elements don’t appear on the screen. One example is the initial screen to connect to the local Network. The user is required to select a continue button, which is intended to be rendered at the bottom of the screen, but in zoomed, it mode doesn’t even render on the screen at all. So I’m required to go into my device settings and disable zoomed mode in order to continue using the app. Similar experience when editing scenes: most of the scene icons don’t render on the screen in zoomed mode. Please be mindful of your visually impaired users when developing and testing your app.";"2021-11-06T10:28:43-07:00";"https://itunes.apple.com/us/review?id=1009384826&type=Purple%20Software";"1009384826";141;"en";"POSITIVE"
3;8054740830;"marclindseyisikoff";"https://itunes.apple.com/us/reviews/id34851884";"3.0.2";1;"how to ruin good shades";"make an app that does not work, forgets about shades it uses daily, and every ios update fails horribly. Now stuck trying to grant local access which is always checked but uncheck and check again does not help.  Way to QA your releases. I’ve tried this experiment of an app for years and keep coming back because HD makes automated shades without option of manual control. Next house I will go with a shade maker that isn't stuck in the 1960s “dealer” scheme.

Per app response from HD:  Yes I know where local settings are on my iPhone.  You have already replaced all my shades because of your wifi problems but declined to fix the app so it doesn’t forget about shades.  Im sick and tired of having to hold the tab of the shades it forgets just to try to get them back.  Most of the shades are tall and require getting on a ladder.  Again stop making automated shades that cannot be opened or closed manually.   No way Ill ever work with HD again.";"2021-11-23T05:44:05-07:00";"https://itunes.apple.com/us/review?id=1009384826&type=Purple%20Software";"1009384826";176;"en";"NEGATIVE"
4;2492460122;"Love My Shades";"https://itunes.apple.com/us/reviews/id612019503";"2.2";5;"Convenience I Didn’t Know I Needed!";"I just don’t understand the negative reviews I’ve read. Maybe they’re really old? This app works so well now. Note the overall star rating. This app is SO COOL. I can time scenes to adjust my shades at certain times of day, I can use my google home mini (or Alexa) to control my shades with voice commands, all in all this is a cool cool app. It’s so convenient not to have to walk around the home and adjust shades manually at morning or at night. And if I forgot to close or open shades after I’ve left home, I can do it from anywhere with this app. Get a PowerView hub and have some fun. Love showing off this system to all my friends and family!";"2018-05-01T08:47:57-07:00";"https://itunes.apple.com/us/review?id=1009384826&type=Purple%20Software";"1009384826";128;"en";"POSITIVE"
5;6044212174;"Healthnutsf";"https://itunes.apple.com/us/reviews/id38243428";"2.6.2";5;"Updated - called customer service and problem fixed";"I accidentally selected a color for my repeater and now it literally won’t go off. I’ve selected off’ and confirmed via DONE and still stays colored. Switching it to any other color doesn’t work either. So tired of this crappy app - half the time it doesn’t open the shades at all. Have to unplug and restart way too frequently.

UPDATED: thanks to a friendly customer service rep who patiently walked me through some fixes and resets my remote controlled blinds are now working great and no more problems w the app! Thank you!";"2020-06-06T14:55:29-07:00";"https://itunes.apple.com/us/review?id=1009384826&type=Purple%20Software";"1009384826";94;"en";"POSITIVE"
6;8129845971;"milk3422";"https://itunes.apple.com/us/reviews/id43022768";"3.0.2";1;"Shades don’t work consistently with app";"I have three shades: two honeycomb and one skylight. My PowerView network consists of a hub and a repeater. The skylight, which is closest to the hub works without any issues. The two honeycomb shades which are within a few feet from the repeater work about 20% of the time. The pebble remotes work consistently so it is an issue with the PowerView app or network.

Overall Installation wasn’t too great as my installer did not set up the PowerView app and I had parts installed correctly that I had to fix (I had blackout channels on the side that were not fully affixed and the flashing/molding that is used to help stop light leakage along the sides is not installed correctly).

I have spoke with Hunter Douglas twice now trying to fix the inconsistent behavior of the app/shades and nothing has worked. I have moved the location of the hub/repeater and performed a hard reset on the repeater and shades to try and fix my issues. The shades will work for a few hours, but by the next morning when I want them to open, they don’t or only one of them will open.

Overall they would be a really great product if they worked, but I cannot recommend anyone waste their time or money.";"2021-12-14T09:24:23-07:00";"https://itunes.apple.com/us/review?id=1009384826&type=Purple%20Software";"1009384826";216;"en";"POSITIVE"
7;2887789194;"fdmes";"https://itunes.apple.com/us/reviews/id205607496";"2.2.3";5;"PowerView works";"I’ve had PowerView since the beginning. Upgraded to the Gen2 hub shortly after it was released. The setup was easy and migration to Gen2 was flawless. All shades respond to my commands either with the scenes tab or through automations. The calibration function through the app makes it easy the correct minor fluctuations in the limit stops. The Gen2 hub with the wireless option makes it easy to move the hub to the central part of the home and then move your Gen2 repeater to wherever you need a little more signal coverage. If you need assistance the Hunter Douglas PowerView team is ready to help.";"2018-07-11T16:43:43-07:00";"https://itunes.apple.com/us/review?id=1009384826&type=Purple%20Software";"1009384826";106;"en";"POSITIVE"
8;3200925035;"tas45732";"https://itunes.apple.com/us/reviews/id49134734";"2.3";2;"Bugs in the latest version update 😩";"The convenience is great, yes, but when rating the functionality of the app in relation to how it's supposed to perform, there's a lot of room for improvement. Previous versions have had bugs with the setting of the blinds in the app is not matching how they are actually set in real life, which is annoying but at least they work. With this new update, when selecting all 3 blinds in one room, they simply do not respond to any action to open them. They just flutter and don't move. In order to open them, you have to select one blind at a time, then open, which is just a pain since that requires like 9 actions to open the blinds in one room. Please fix this bug and release an update ASAP. Thanks.";"2018-09-17T16:23:45-07:00";"https://itunes.apple.com/us/review?id=1009384826&type=Purple%20Software";"1009384826";134;"en";"POSITIVE"
9;7733090640;"K&L Club";"https://itunes.apple.com/us/reviews/id187677711";"2.7.7";5;"Awesome";"Love the PowerView App. We’ve set up a few automations that work flawlessly throughout the day.  The app and automations continued to function when my internet was down (from a storm). Once you learn it, it’s pretty easy to use. My favorite is setting up closures to happen 15 min before sunset. It automatically adjusts  daily depending on the sunset time. If I have any complaint it’s if I leave the app open on my iPhone it appears to increase battery consumption. So I’ll open, execute then swipe up to close.";"2021-08-25T07:35:08-07:00";"https://itunes.apple.com/us/review?id=1009384826&type=Purple%20Software";"1009384826";91;"en";"POSITIVE"
10;6656317318;"gowestss";"https://itunes.apple.com/us/reviews/id31110464";"2.7.2";5;"All good - make sure Local Network Setting is turned ON";"I was having a connection issue for the past month where upon opening the app, I was always getting defaulted to RemoteConnect. 

I found after a call to support and some mutual digging that in a recent IOS upgrade, the local network setting for the Powerview app is switched OFF.  Obviously, once you switch it back ON, the app will connect to your local network and hub and you get back full functionality.";"2020-11-17T10:30:10-07:00";"https://itunes.apple.com/us/review?id=1009384826&type=Purple%20Software";"1009384826";73;"en";"POSITIVE"
11;5052655550;"BurntStore";"https://itunes.apple.com/us/reviews/id592776095";"2.5.1";1;"Disappointing App - Poor design -";"I’m extremely disappointed with this app and with Hunter Douglas.  The app is cumbersome to setup and configuring the order of the SCENES seems impossible.  I have 5 shades installed in the house.  When viewing the battery status of each shade; 3 shades show a GREEN battery, the other 2 Shades show a GRAY battery.   I tried to get help using their website chat function; the technician told me at first to contact my installer, (who had told earlier that the problem is with Hunter Douglas, not the installation)  the tech had no other solution than to refresh my shades.    For as much money as these shades cost, I expect an app they works and tech support service that can actually solve problems, not try to blame the installer.";"2019-10-30T14:23:03-07:00";"https://itunes.apple.com/us/review?id=1009384826&type=Purple%20Software";"1009384826";129;"en";"NEGATIVE"
