"";"id";"userName";"userUrl";"version";"score";"title";"text";"updated";"url";"app";"wordCount";"language";"sentiment"
0;5340577797;"PuccaKitty";"https://itunes.apple.com/us/reviews/id37988843";"3.1.3";2;"Simply doesn't work anymore.";"This worked fine for about a year, then, like the like other reviewers, I got the notice from Apple's Home app that a firmware update was needed for my Koogeek smart plug. But I couldn't update it because the app doesn't do anything. Launch the app and all I get is the splash screen and it just sits there with nothing but the Koogeek logo. But I could still control the plug with Siri. Then after a few weeks, the smart plug stopped working entirely. So now it's just a big waste of money. I guess I'll throw the smart plug away and go back to using the light switch on the wall. That always works.";"2019-12-30T16:24:02-07:00";"https://itunes.apple.com/us/review?id=1078204013&type=Purple%20Software";"1078204013";116;"en";"POSITIVE"
1;6681425057;"Patrickmh";"https://itunes.apple.com/us/reviews/id114317475";"3.1.7";1;"Worst product I’ve ever purchased!";"I purchased a Koogeek Home wall switch to control my front porch lights and two Koogeek wall plug-in controls. All are crap. I don’t know how this organization had the nerve to even bring these products to market. The lights switch was especially a disappointment and I had to call an electrician to set it up, because the wiring didn’t match up to my brand new built home. Every few months there’s a brief power outage in my neighborhood due to the new construction. Every time I have to go through the set up process again to make this function properly. There are times when there appears to be no power outage (clocks haven’t stopped their digital time) and the unit just suddenly stops working. I purchased another light switch and will be switching it out very soon.  I VERY STRONGLY DO NOT RECOMMEND ANY OF THEIR PRODUCTS.";"2020-11-24T09:59:11-07:00";"https://itunes.apple.com/us/review?id=1078204013&type=Purple%20Software";"1078204013";148;"en";"NEGATIVE"
2;4717047711;"bvgfsettyy";"https://itunes.apple.com/us/reviews/id742443852";"3.1.0";2;"With homekit useable";"Without homekit this app is full of glitches and terrible, i was used more than 25 koogeek devices and now i replace 23 with aqara because of zigbee 
Because every time one or more devices not responding, i change my wifi router with very advance and expensive router just because of koogeek but no benefit , also a biggest glitch is their is not last state power option in app";"2019-09-02T15:34:10-07:00";"https://itunes.apple.com/us/review?id=1078204013&type=Purple%20Software";"1078204013";70;"en";"NEGATIVE"
3;3898703827;"Malloryyy";"https://itunes.apple.com/us/reviews/id42867454";"3.0.3";1;"Constantly asking for an update that’s not available....";"I used my iPad for over a year to turn my lights on and off in a room with no access to the light switch using “hey Siri, turn on my lights”... for a few months this app has been requesting an update, even though its fully updated, and had a “!” Next to the outlet’s name in my Apple home app... didn’t make much of a difference for a while, but now if I ask Siri to turn the light on or off she can’t even do it... I can do it manually, but not with Siri... should have bought more expensive outlets apparently. Would not recommend. Super upset I’m going to have to buy another piece of hardware.";"2019-03-18T18:54:14-07:00";"https://itunes.apple.com/us/review?id=1078204013&type=Purple%20Software";"1078204013";120;"en";"NEGATIVE"
4;5118458070;"Wm.";"https://itunes.apple.com/us/reviews/id38358486";"3.1.2";1;"Firmware Update Mystery Solved";"It should not be so hard to identify if a firmware update is needs and then apply it with your app. 

Firmware updates are the only reason I need your app yet it is a hidden feature buried under EACH DEVICE having to use the obscure counter intuitive  Long Press function. Even worse, with 60 devices, how am I suppose to find the Koogeek ones without checking any possible device? Insane!

The more Koogeek items you own, the more you have to work to update firmware.  

I didn’t sign up to be a corporate adminstrator of tiny computers. 

You all need to bring this function to the front tabs (replace the product store) and have a shotgun “upgrade all Koogeek stuff” button. 

How many people return the Koogeek gear because  it doesn’t work right and could have been fixed with a firmware update that they could not find?  I had to google “how to update Koogeek firmware”. That’s a hard fail for your app.";"2019-11-10T05:17:12-07:00";"https://itunes.apple.com/us/review?id=1078204013&type=Purple%20Software";"1078204013";164;"en";"NEGATIVE"
5;3934742620;"SannyAnnie";"https://itunes.apple.com/us/reviews/id40030500";"3.0.4";1;"Rarely works";"I have had this app for more than a year to control to electrical outlets , into which I plug lamps. For a while, the app worked as it should. But in the past six months, even with an update to the firmware, the outlets do not respond, and the app shows that the outlets are off-line. Everything is connected to the same network, so that isn’t the problem. I’ve reset the Koogeek devices, updated firmware, reinstalled the app, tried with Siri, tried with Alexa, tried with HomeKit, and still the outlets rarely work. The product support online stinks. I give up. Save your money and buy a different brand, as I am going to do.";"2019-03-27T16:53:15-07:00";"https://itunes.apple.com/us/review?id=1078204013&type=Purple%20Software";"1078204013";116;"en";"POSITIVE"
6;6472828611;"Richard Bone";"https://itunes.apple.com/us/reviews/id18520318";"3.1.5";4;"No Problems, I’ve Been Using The Units For 4 Years";"I got a new modem last year and had a little trouble getting the units to connect. Then I realized that all I needed to do was temporarily move the units closer to the modem to accomplish the set up. I could then move the switch anywhere within range. Works perfectly every time. All that might be needed is a bit of patience. I love the switches and I’m adding more all the time!!";"2020-09-26T21:10:38-07:00";"https://itunes.apple.com/us/review?id=1078204013&type=Purple%20Software";"1078204013";74;"en";"POSITIVE"
7;6261982507;"Shinkimchi";"https://itunes.apple.com/us/reviews/id32731247";"3.1.4";1;"Worked fine until the update...";"Got an updated saying that update is needed. But this update doesn’t do anything. This app gets stuck. Does go beyond the first screen. Thankfully my device was already connected to Apple Home, so I can turn things on and off using Apple Home. But I can’t get rid of the number on my Home icon which indicates that there’s “3” things needing updates because this update or app won’t do a thing. Everything was fine until this update. They broke something that wasn’t broken. Annoying.";"2020-07-30T22:17:49-07:00";"https://itunes.apple.com/us/review?id=1078204013&type=Purple%20Software";"1078204013";86;"en";"NEGATIVE"
8;5410106884;"twowheelcowboy";"https://itunes.apple.com/us/reviews/id25418927";"3.1.3";1;"Plug not responding";"Had  this app, and plug for maybe six months. Purchased 4 plugs, now one is  not responding. Tried to do firmware update and I automatically got an error. Should a listen to others were saying that  this product is junk. Also should’ve purchased the Apple units which I have a light switch produced by Apple and it works perfect. Old saying is true you get what you pay for. Do yourself a favor do not buy this problem product.";"2020-01-16T01:59:39-07:00";"https://itunes.apple.com/us/review?id=1078204013&type=Purple%20Software";"1078204013";79;"en";"POSITIVE"
9;3779345230;"Jupp66";"https://itunes.apple.com/us/reviews/id34007716";"3.0.2";5;"Easy setup and management of Koogeek and 3rd party devices";"I was pleasantly surprised how easy and straight forward the device setup was (several Koogeek outlets)
The app then also allows to manage settings, scenes and automation for non-Koogeek devices. 
Everything is reliable with short response times and no unresponsive devices. 
Also firmware updates worked flawlessly. 

Only confusing aspect: the app asks to accept the data privacy policy which you can deny and the app still works without functional limitations- but the dialogue screen keeps coming up repeatedly.";"2019-02-16T22:22:21-07:00";"https://itunes.apple.com/us/review?id=1078204013&type=Purple%20Software";"1078204013";78;"en";"POSITIVE"
10;5906178271;"KillBillwithNIN";"https://itunes.apple.com/us/reviews/id37087449";"3.1.4";1;"app Support non existent";"The app is weirdly designed yet shows interesting possibilities. Sadly support responds with a trite “Sorry… “ then proceeds to make you jump through hoops to even get to ask a question. I have a Fibaro light sensor, so in setting up an automation it allows me enter the Lux level on a slider with 154 lumen increments but that’s it. Keyboard entry works bit doesn’t hold the setting. They need a software support and quality assurance 101 class instead of an Alexa type artificial response.";"2020-05-05T07:21:20-07:00";"https://itunes.apple.com/us/review?id=1078204013&type=Purple%20Software";"1078204013";86;"en";"POSITIVE"
11;5544002924;"randomusername1181";"https://itunes.apple.com/us/reviews/id188849216";"3.1.3";1;"Terrible App and Terrible Product";"The Koogeek app works on it’s own but doesn’t connect to Google Home - the smart devices are always “not connected” and you can’t use any voice commands with it. Numerous other complaints have been filed on their website, customer support, and app reviews but Koogeek has never claimed any responsibility or tried to improve their app. Would never recommend to anyone. Would give 0/5 stars if possible.";"2020-02-17T07:00:07-07:00";"https://itunes.apple.com/us/review?id=1078204013&type=Purple%20Software";"1078204013";68;"en";"POSITIVE"
12;5261217778;"Elwood 61";"https://itunes.apple.com/us/reviews/id12094537";"3.1.3";1;"Koogeek hardware is good..... koogeek apps are worthless junk";"I have lots of koogeek devices and they work as advertised with HomeKit no issues... the problem comes with the koogeek app, it tells me that my devices need updates but when you try to open the app it freezes on the opening splash screen and that’s as far as it gets.... it’s worthless junk..... FIX IT and I will revise my review, but until it gets fixed I cannot recommend koogeek !";"2019-12-11T15:25:14-07:00";"https://itunes.apple.com/us/review?id=1078204013&type=Purple%20Software";"1078204013";73;"en";"NEGATIVE"
13;1830402949;"Awcress";"https://itunes.apple.com/us/reviews/id153586807";"2.3.1";4;"Smart switch love !";"I’m using the 2gang smart switch and it’s great. Currently used on my bath room switch for the fan and light. I can take a shower and ask Siri to turn on the fan so it defogs or tell Siri to turn on my light when I use it for a night light. No connection problems. Simple hookup and looks great and feels like a solid product.";"2017-10-06T01:41:47-07:00";"https://itunes.apple.com/us/review?id=1078204013&type=Purple%20Software";"1078204013";67;"en";"POSITIVE"
14;6595600899;"Carlgrim";"https://itunes.apple.com/us/reviews/id318877105";"3.1.5";1;"Remove from Apple Store";"The App stopped working more than a year ago. They say updates are made but they are not to fix the app, simply to avoid Apple from kicking them out from the App store. I spent lots of money on they product and their customer support is non existent. As a typical Chinese company they deceit and lie about their products and quality. They should be reported to the App Store and should be kicked out.";"2020-10-31T18:17:56-07:00";"https://itunes.apple.com/us/review?id=1078204013&type=Purple%20Software";"1078204013";76;"en";"NEGATIVE"
15;3169840463;"SendingOutAnSOS";"https://itunes.apple.com/us/reviews/id35989651";"2.4.9";1;"No simplicity, always stops working";"There is nothing easy or intuitive about Koogeek. After spending countless hours over the 9 months just to keep it up and running, I’m giving up. The latest situation? Simply by updating my router’s password has shut Koogeek down without any easy or obvious solution. You would think somewhere, ANYWHERE, within the app there might be an option to UPDATE WIFI SETTINGS. But alas no. Goodbye sweet Koogeek... you big waste of time and money.";"2018-09-08T21:09:53-07:00";"https://itunes.apple.com/us/review?id=1078204013&type=Purple%20Software";"1078204013";75;"en";"NEGATIVE"
16;3257324963;"DJ Triptronik";"https://itunes.apple.com/us/reviews/id490438720";"2.4.10";2;"Shuts off constantly";"My outlet shuts off by itself all the time like there’s a ghost. I searched for a solution but no one else seems to have the problem. It’s annoying but I love it otherwise. I would probably buy and recommend a different brand because I haven’t found a solution to the shutting off.";"2018-10-02T19:08:47-07:00";"https://itunes.apple.com/us/review?id=1078204013&type=Purple%20Software";"1078204013";53;"en";"POSITIVE"
